Frequency,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
7.444,-39.555,60.24,-49.231,7.3446,-63.443,-513.78,671.43,681.15
7.448,-45.655,78.34,-60.731,3.7446,-79.543,-653.78,775.43,781.15
7.452,-49.755,88.84,-67.631,-2.3554,-89.543,-675.78,809.43,705.15
7.456,-36.855,93.64,-59.231,-13.655,-78.243,-509.78,617.43,381.15
7.46,-8.7554,85.14,-38.931,-28.955,-56.143,-315.78,317.44,27.151
7.464,17.245,68.14,-18.731,-36.055,-32.043,-101.78,29.435,-216.85
7.468,32.245,44.24,-0.8311,-38.855,-8.5426,76.223,-192.56,-376.85
7.472,37.145,17.54,11.369,-33.155,8.9574,184.22,-260.56,-364.85
7.476,30.045,-5.5596,20.069,-23.455,19.357,200.22,-260.56,-276.85
7.48,18.645,-21.16,18.969,-12.855,23.257,196.22,-228.56,-194.85
7.484,9.4446,-28.56,16.669,-7.6554,24.757,154.22,-226.56,-148.85
7.488,7.8446,-28.86,17.569,-4.9554,26.657,138.22,-234.56,-154.85
7.492,4.8446,-30.06,17.069,-5.1554,26.957,142.22,-206.56,-142.85
7.496,5.6446,-29.96,16.969,-4.5554,25.857,140.22,-202.56,-132.85
7.5,6.5446,-27.66,15.769,-3.3554,24.157,118.22,-208.56,-132.85
7.504,5.2446,-27.16,14.169,-3.5554,23.157,124.22,-182.56,-124.85
7.508,4.5446,-27.56,13.469,-3.2554,19.957,106.22,-190.56,-132.85
7.512,4.3446,-26.96,14.869,-4.1554,19.757,122.22,-152.56,-82.849
7.516,5.2446,-24.06,12.569,-5.3554,18.557,98.223,-152.56,-88.849
7.52,5.2446,-22.96,12.469,-1.5554,19.057,92.223,-146.56,-100.85
7.524,4.7446,-21.36,10.869,3.0446,20.457,88.223,-118.56,-82.849
7.528,8.4446,-16.06,7.8689,-0.5554,19.157,64.223,-118.56,-68.849
7.532,17.645,-6.0596,3.9689,-0.7554,19.557,84.223,-110.56,-70.849
7.536,19.745,-1.5596,-2.8311,-1.5554,13.357,88.223,-90.565,-50.849
7.54,16.245,-2.8596,-4.6311,-3.5554,6.4574,66.223,-94.565,-48.849
7.544,2.0446,-13.56,2.2689,-5.8554,-0.2426,66.223,-98.565,-60.849
7.548,-14.555,-25.96,12.369,-8.3554,0.3574,68.223,-72.565,-30.849
7.552,-13.055,-24.36,12.369,-11.955,2.4574,46.223,-80.565,-48.849
7.556,-4.9554,-16.66,10.369,-10.855,6.2574,52.223,-56.565,-44.849
7.56,0.9446,-11.76,6.8689,-7.9554,5.7574,46.223,-60.565,-32.849
7.564,1.0446,-9.2596,6.0689,-8.9554,4.5574,32.223,-42.565,-24.849
7.568,-0.6554,-9.0596,5.3689,-7.3554,5.5574,44.223,-44.565,-32.849
7.572,0.1446,-8.3596,5.3689,-9.3554,3.2574,44.223,-34.565,-28.849
7.576,0.3446,-6.1596,6.1689,-9.0554,1.8574,48.223,-34.565,-28.849
7.58,-2.8554,-6.8596,4.9689,-8.0554,0.9574,36.223,-34.565,-24.849
7.584,-1.4554,-4.9596,3.7689,-7.8554,-0.6426,24.223,-30.565,-8.8493
7.588,-1.0554,-1.6596,3.9689,-7.4554,-0.0426,18.223,-28.565,-10.849
7.592,0.2446,-3.8596,3.8689,-7.2554,0.7574,24.223,-22.565,-6.8493
7.596,0.2446,-3.5596,2.8689,-5.8554,-1.7426,16.223,-24.565,-10.849
7.6,1.5446,-1.6596,3.3689,-5.6554,-3.5426,30.223,-4.565,-6.8493
7.604,-0.6554,-2.2596,3.3689,-8.1554,-5.4426,18.223,-16.565,-6.8493
7.608,-1.3554,-1.7596,2.8689,-9.4554,-6.0426,4.2229,-14.565,7.1507
7.612,-1.3554,-1.2596,3.0689,-9.3554,-6.2426,-1.7771,-18.565,-2.8493
7.616,-2.7554,-0.2596,5.6689,-10.155,-6.0426,20.223,11.435,17.151
7.62,1.4446,3.9404,3.6689,-7.9554,-8.0426,22.223,-0.565,-8.8493
7.624,1.5446,5.5404,1.0689,-7.9554,-9.6426,2.2229,-6.565,9.1507
7.628,1.4446,3.7404,0.8689,-7.4554,-8.3426,0.2229,9.435,19.151
7.632,-0.0554,1.4404,2.1689,-8.5554,-7.7426,2.2229,27.435,35.151
7.636,0.0446,1.4404,3.6689,-8.3554,-8.4426,-5.7771,13.435,17.151
7.64,-2.8554,-0.1596,3.0689,-8.3554,-8.0426,-11.777,9.435,13.151
7.644,-3.8554,0.9404,2.1689,-6.4554,-6.2426,-15.777,19.435,25.151
7.648,-3.9554,1.0404,3.1689,-6.9554,-6.9426,-13.777,25.435,31.151
7.652,-3.7554,3.3404,1.7689,-7.1554,-8.3426,-5.7771,15.435,21.151
7.656,-2.0554,4.9404,-0.6311,-7.6554,-11.043,-3.7771,27.435,25.151
7.66,-1.8554,6.6404,0.0689,-6.3554,-9.7426,-17.777,25.435,39.151
7.664,-4.3554,8.7404,-1.2311,-8.1554,-10.343,-17.777,45.435,61.151
7.668,-2.0554,8.9404,0.0689,-6.2554,-9.4426,0.2229,51.435,63.151
7.672,-1.5554,8.3404,-1.7311,-7.8554,-9.5426,-21.777,37.435,37.151
7.676,-3.0554,7.2404,-1.8311,-7.2554,-7.0426,-21.777,53.435,41.151
7.68,-4.0554,6.2404,-2.5311,-5.2554,-5.4426,-29.777,55.435,43.151
7.684,-3.9554,6.7404,-0.8311,-4.3554,-4.5426,-29.777,53.435,55.151
7.688,-4.1554,6.4404,-2.3311,-6.4554,-5.9426,-33.777,41.435,37.151
7.692,-3.6554,6.8404,-3.6311,-6.8554,-6.9426,-15.777,63.435,69.151
7.696,-1.7554,8.7404,-2.0311,-5.6554,-6.7426,-15.777,41.435,45.151
7.7,-3.2554,7.9404,-4.0311,-5.9554,-7.6426,-21.777,41.435,39.151
7.704,-4.8554,6.1404,-5.1311,-7.8554,-9.2426,-49.777,27.435,29.151
7.708,-5.4554,5.9404,-4.6311,-5.7554,-7.7426,-35.777,29.435,33.151
7.712,-4.3554,6.1404,-3.8311,-5.0554,-4.5426,-11.777,53.435,67.151
7.716,-2.8554,4.8404,-2.3311,-3.8554,-2.3426,-23.777,39.435,57.151
7.72,-3.8554,3.4404,-4.0311,-1.7554,-2.6426,-13.777,25.435,29.151
7.724,-4.0554,3.4404,-4.0311,-2.5554,-2.0426,-7.7771,37.435,53.151
7.728,-1.7554,3.8404,-2.4311,-2.8554,-0.9426,0.2229,23.435,43.151
7.732,-2.1554,4.7404,-4.1311,-4.9554,-0.8426,-5.7771,3.435,17.151
7.736,-1.1554,1.1404,-2.9311,-3.7554,0.8574,-5.7771,5.435,13.151
7.74,-1.1554,-1.5596,-2.1311,-1.8554,2.3574,8.2229,7.435,17.151
7.744,0.7446,-1.2596,-1.5311,-0.7554,2.6574,18.223,-2.565,3.1507
7.748,1.9446,-1.4596,0.3689,-3.8554,2.9574,20.223,-14.565,1.1507
7.752,1.4446,-3.5596,1.1689,-3.9554,4.8574,26.223,-18.565,1.1507
7.756,2.4446,-4.6596,2.1689,-3.0554,5.5574,10.223,-42.565,-24.849
7.76,-0.2554,-6.7596,2.0689,-4.8554,6.9574,34.223,-28.565,-16.849
7.764,1.5446,-7.9596,5.7689,-4.7554,7.0574,34.223,-44.565,-42.849
7.768,2.7446,-8.3596,5.1689,-4.9554,5.6574,44.223,-40.565,-36.849
7.772,3.5446,-8.9596,2.2689,-6.7554,4.0574,40.223,-66.565,-56.849
7.776,5.3446,-6.0596,3.5689,-7.1554,4.2574,50.223,-52.565,-54.849
7.78,4.3446,-6.8596,1.0689,-8.5554,2.8574,38.223,-64.565,-74.849
7.784,3.9446,-7.3596,4.0689,-6.8554,4.6574,48.223,-44.565,-64.849
7.788,4.2446,-8.2596,4.6689,-6.1554,6.6574,24.223,-68.565,-78.849
7.792,2.9446,-7.1596,4.1689,-4.7554,8.3574,40.223,-56.565,-58.849
7.796,5.1446,-6.4596,3.7689,-6.9554,7.4574,10.223,-74.565,-66.849
7.8,3.5446,-5.0596,3.5689,-4.9554,7.1574,30.223,-64.565,-60.849
7.804,4.5446,-6.4596,2.7689,-4.7554,5.4574,32.223,-52.565,-60.849
7.808,4.4446,-6.6596,2.6689,-5.2554,5.3574,32.223,-40.565,-54.849
7.812,2.9446,-5.2596,3.6689,-5.3554,5.5574,22.223,-42.565,-38.849
7.816,3.3446,-5.0596,3.6689,-7.3554,4.6574,0.2229,-54.565,-40.849
7.82,0.0446,-5.7596,2.7689,-5.4554,6.2574,34.223,-24.565,-24.849
7.824,1.9446,-3.2596,1.3689,-1.7554,5.4574,18.223,-38.565,-38.849
7.828,3.3446,-1.6596,1.1689,-1.9554,4.4574,12.223,-32.565,-32.849
7.832,3.8446,-1.2596,2.0689,-2.1554,4.5574,-1.7771,-46.565,-42.849
7.836,1.1446,-2.2596,0.7689,-2.9554,4.7574,-1.7771,-32.565,-16.849
7.84,2.6446,-1.2596,1.9689,-1.3554,7.6574,24.223,-14.565,-4.8493
7.844,3.1446,-1.8596,2.3689,-2.8554,6.5574,6.2229,-20.565,-10.849
7.848,1.4446,-4.2596,2.7689,-0.5554,7.7574,6.2229,-12.565,-20.849
7.852,2.2446,-3.9596,2.8689,-0.9554,6.4574,2.2229,-22.565,-30.849
7.856,1.2446,-3.5596,-0.3311,-4.1554,5.1574,20.223,-0.565,-4.8493
7.86,0.6446,-2.0596,0.2689,-3.4554,5.6574,8.2229,-20.565,-10.849
7.864,1.5446,0.3404,0.2689,-3.2554,4.3574,6.2229,-6.565,-6.8493
7.868,2.3446,1.6404,0.1689,-4.5554,2.0574,2.2229,-14.565,-14.849
7.872,1.4446,-0.5596,0.6689,-4.2554,1.3574,-1.7771,-22.565,-18.849
7.876,0.4446,0.5404,0.6689,-2.7554,2.1574,20.223,-12.565,-4.8493
7.88,1.1446,-0.1596,-0.6311,-1.9554,0.1574,0.2229,-16.565,-12.849
7.884,0.4446,-3.5596,-0.3311,-1.3554,0.3574,6.2229,-8.565,-12.849
7.888,0.2446,-4.7596,-1.9311,-0.3554,1.0574,-5.7771,1.435,3.1507
7.892,-1.4554,-5.3596,-0.4311,0.8446,3.4574,-11.777,-8.565,-16.849
7.896,-2.5554,-6.5596,2.1689,-1.0554,4.6574,-9.7771,-2.565,-10.849
7.9,-1.3554,-5.7596,2.3689,-2.3554,4.0574,2.2229,-12.565,-16.849
7.904,-2.0554,-4.7596,3.4689,-1.1554,5.2574,8.2229,-4.565,-16.849
7.908,-0.5554,-4.7596,1.9689,2.0446,4.6574,10.223,-4.565,-10.849
7.912,-0.9554,-5.5596,1.9689,2.9446,5.1574,22.223,9.435,5.1507
7.916,-0.5554,-4.1596,0.3689,0.8446,2.4574,-3.7771,-12.565,-16.849
7.92,-1.2554,-4.7596,0.2689,0.8446,2.5574,12.223,-10.565,-14.849
7.924,-1.1554,-5.1596,-0.6311,-0.2554,1.4574,4.2229,-12.565,-8.8493
7.928,0.6446,-3.8596,-0.9311,0.6446,0.5574,0.2229,-16.565,-12.849
7.932,0.2446,-3.3596,-1.1311,-0.5554,1.1574,12.223,3.435,1.1507
7.936,-1.4554,-5.4596,0.3689,-1.4554,2.1574,2.2229,-2.565,-10.849
7.94,-1.2554,-5.1596,0.9689,-0.6554,3.1574,8.2229,-4.565,-22.849
7.944,-1.5554,-4.1596,0.3689,-1.8554,1.8574,-7.7771,-24.565,-34.849
7.948,-0.7554,-2.5596,1.4689,0.2446,2.9574,6.2229,1.435,-12.849
7.952,0.1446,-2.4596,1.1689,-0.4554,3.3574,6.2229,-14.565,-20.849
7.956,-1.7554,-3.7596,0.6689,-2.1554,2.1574,-5.7771,-4.565,-8.8493
7.96,-0.6554,-3.8596,2.1689,-0.4554,2.2574,-11.777,-18.565,-20.849
7.964,-1.5554,-5.4596,0.9689,0.7446,2.1574,-3.7771,-10.565,-2.8493
7.968,0.6446,-2.6596,1.4689,3.9446,3.8574,22.223,1.435,1.1507
7.972,3.0446,2.1404,-3.2311,4.2446,3.8574,10.223,-6.565,-16.849
7.976,12.145,8.6404,-6.2311,4.8446,7.5574,-1.7771,-18.565,-28.849
7.98,16.845,11.24,-8.9311,6.2446,4.0574,-9.7771,-24.565,-32.849
7.984,13.345,10.74,-11.831,1.7446,-2.5426,-1.7771,-0.565,-8.8493
7.988,1.5446,2.0404,-5.4311,-0.5554,-8.4426,14.223,1.435,-10.849
7.992,-13.855,-12.86,3.3689,-3.0554,-9.9426,-3.7771,-12.565,-4.8493
7.996,-16.655,-14.76,6.4689,-5.4554,-4.8426,16.223,11.435,13.151
8,-7.2554,-10.16,5.4689,-5.7554,-0.6426,-3.7771,-4.565,9.1507
8.004,-2.1554,-3.6596,3.0689,-1.6554,0.4574,22.223,5.435,21.151
8.008,-2.7554,-2.2596,0.3689,0.6446,-0.0426,18.223,3.435,13.151
8.012,-2.6554,-1.6596,0.5689,1.5446,0.0574,26.223,25.435,19.151
8.016,-3.7554,-2.7596,-0.8311,2.4446,-0.7426,28.223,23.435,23.151
8.02,-4.8554,-1.5596,-1.4311,3.8446,-1.7426,20.223,29.435,31.151
8.024,-7.1554,0.6404,-2.1311,4.6446,-1.1426,30.223,59.435,51.151
8.028,-7.9554,2.2404,-2.0311,5.4446,-0.5426,40.223,63.435,51.151
8.032,-8.0554,1.4404,-2.5311,3.0446,0.1574,40.223,65.435,59.151
8.036,-6.2554,3.2404,-3.0311,2.6446,0.1574,32.223,51.435,45.151
8.04,-4.4554,1.5404,-3.3311,2.2446,2.0574,36.223,65.435,65.151
8.044,-3.2554,0.6404,-5.1311,2.7446,0.5574,-1.7771,19.435,23.151
8.048,-1.6554,-0.4596,-4.3311,2.3446,1.0574,-9.7771,-0.565,9.1507
8.052,-2.3554,-1.7596,-2.7311,-1.2554,0.9574,-35.777,-10.565,-8.8493
8.056,-0.9554,0.4404,-0.3311,-1.4554,2.7574,-13.777,1.435,-12.849
8.06,-0.2554,-0.4596,-0.8311,-2.5554,3.1574,-13.777,15.435,-0.8493
8.064,1.6446,-1.1596,0.0689,-3.6554,1.3574,-31.777,-20.565,-24.849
8.068,2.5446,0.3404,-0.1311,-3.3554,1.0574,-17.777,-10.565,-26.849
8.072,3.5446,0.3404,-0.5311,-2.3554,1.1574,-17.777,-14.565,-18.849
8.076,2.6446,-0.7596,2.5689,-1.6554,0.0574,-9.7771,-10.565,-10.849
8.08,3.7446,0.0404,3.3689,0.2446,-0.8426,2.2229,-30.565,-40.849
8.084,1.9446,-3.0596,2.7689,-1.9554,-2.5426,-11.777,-26.565,-32.849
8.088,0.8446,-2.7596,3.5689,-3.2554,-2.7426,-21.777,-40.565,-42.849
8.092,2.3446,-2.0596,3.3689,-0.9554,-2.5426,-3.7771,-28.565,-20.849
8.096,3.8446,-0.4596,4.1689,-0.3554,-1.4426,10.223,-24.565,-36.849
8.1,3.6446,-3.0596,3.5689,-1.6554,-1.2426,-1.7771,-16.565,-34.849
8.104,3.7446,-1.8596,4.6689,-2.1554,-2.2426,-13.777,-42.565,-46.849
8.108,2.8446,-3.1596,2.8689,-2.2554,-1.6426,4.2229,-8.565,-20.849
8.112,2.9446,-2.4596,3.3689,-2.1554,-1.0426,-7.7771,-14.565,-20.849
8.116,4.3446,0.3404,3.8689,-0.0554,-0.3426,-1.7771,-16.565,-32.849
8.12,1.4446,-1.0596,1.9689,0.7446,0.1574,2.2229,-18.565,-24.849
8.124,2.8446,-1.9596,1.8689,-0.0554,-0.2426,-7.7771,-28.565,-20.849
8.128,1.9446,-2.8596,2.0689,1.7446,2.0574,4.2229,-10.565,-10.849
8.132,3.2446,-3.5596,-0.4311,3.5446,2.3574,10.223,1.435,3.1507
8.136,4.1446,-0.8596,0.3689,2.2446,2.3574,0.2229,-14.565,-26.849
8.14,4.6446,-0.8596,2.0689,0.7446,3.5574,4.2229,-8.565,-26.849
8.144,5.7446,-1.2596,0.3689,0.1446,3.2574,-17.777,-24.565,-24.849
8.148,4.5446,-2.1596,0.8689,2.2446,5.1574,6.2229,7.435,19.151
8.152,4.2446,-4.3596,0.7689,2.0446,4.5574,-1.7771,-2.565,9.1507
8.156,0.8446,-5.7596,0.9689,2.6446,5.6574,12.223,-6.565,-10.849
8.16,0.9446,-6.8596,2.8689,4.1446,9.1574,34.223,-36.565,-24.849
8.164,1.1446,-10.36,3.9689,5.6446,12.457,64.223,-44.565,-12.849
8.168,-1.7554,-12.06,5.3689,10.445,13.857,78.223,-20.565,23.151
8.172,-3.2554,-11.56,3.3689,15.045,10.357,68.223,5.435,35.151
8.176,-6.8554,-4.1596,-4.6311,11.745,-0.1426,12.223,113.43,151.15
8.18,-12.555,7.0404,-10.931,15.445,-12.143,-105.78,247.44,295.15
8.184,-21.255,22.74,-24.131,20.345,-28.343,-209.78,481.43,521.15
8.188,-29.855,44.84,-41.231,16.645,-49.443,-403.78,613.43,637.15
8.192,-35.555,64.54,-51.931,12.545,-65.643,-545.78,721.43,731.15
8.196,-42.355,78.94,-64.731,9.2446,-81.843,-659.78,805.43,777.15
8.2,-43.255,90.74,-69.831,2.9446,-86.843,-603.78,787.43,627.15
8.204,-22.055,92.64,-55.631,-11.355,-73.543,-411.78,543.43,253.15
8.208,7.4446,83.44,-32.031,-26.755,-47.743,-171.78,235.44,-70.849
8.212,25.945,62.04,-9.8311,-35.955,-22.543,-3.7771,-34.565,-288.85
8.216,37.145,33.84,6.5689,-32.755,-2.3426,110.22,-248.56,-406.85
8.22,37.445,9.4404,15.969,-20.955,11.557,190.22,-274.56,-348.85
8.224,27.445,-10.76,16.869,-8.7554,21.657,214.22,-236.56,-234.85
8.228,18.945,-21.96,17.869,-1.3554,25.357,170.22,-234.56,-184.85
8.232,11.745,-28.66,17.269,3.4446,26.857,152.22,-220.56,-158.85
8.236,7.6446,-32.46,16.569,7.3446,25.957,128.22,-220.56,-142.85
8.24,6.6446,-33.96,17.669,10.545,26.757,136.22,-204.56,-136.85
8.244,5.1446,-31.06,16.969,8.9446,24.957,128.22,-182.56,-106.85
8.248,5.8446,-28.56,16.969,7.6446,23.657,124.22,-188.56,-116.85
8.252,4.6446,-27.26,15.369,7.1446,21.557,114.22,-182.56,-112.85
8.256,4.9446,-25.66,12.969,5.7446,19.557,108.22,-170.56,-114.85
8.26,3.6446,-25.76,10.169,6.1446,19.857,118.22,-140.56,-94.849
8.264,6.1446,-24.26,10.269,6.2446,17.257,88.223,-148.56,-96.849
8.268,3.2446,-24.86,9.9689,7.3446,17.657,92.223,-140.56,-104.85
8.272,1.6446,-22.66,9.0689,6.3446,16.757,84.223,-116.56,-70.849
8.276,5.0446,-18.16,10.069,5.6446,15.757,80.223,-108.56,-66.849
8.28,4.4446,-16.66,10.769,4.5446,14.157,82.223,-102.56,-50.849
8.284,5.6446,-16.56,8.3689,3.2446,12.357,68.223,-94.565,-58.849
8.288,3.8446,-15.06,8.7689,3.5446,11.257,52.223,-106.56,-70.849
8.292,3.0446,-12.66,6.5689,4.0446,10.357,70.223,-74.565,-48.849
8.296,4.9446,-9.4596,5.4689,4.9446,9.8574,62.223,-56.565,-40.849
8.3,5.9446,-8.1596,4.6689,5.1446,9.7574,54.223,-56.565,-46.849
8.304,5.4446,-9.1596,3.1689,7.5446,9.5574,56.223,-46.565,-26.849
8.308,4.7446,-8.1596,3.9689,6.9446,8.6574,54.223,-50.565,-30.849
8.312,2.4446,-7.4596,3.3689,3.6446,6.9574,54.223,-32.565,-20.849
8.316,1.8446,-6.5596,4.2689,2.3446,4.4574,26.223,-54.565,-40.849
8.32,1.0446,-6.2596,3.8689,3.5446,4.4574,46.223,-24.565,-10.849
8.324,1.2446,-6.6596,1.0689,2.8446,1.9574,14.223,-44.565,-20.849
8.328,3.0446,-4.9596,2.4689,6.7446,2.2574,36.223,-26.565,-16.849
8.332,1.7446,-5.1596,0.6689,6.0446,2.6574,44.223,-2.565,3.1507
8.336,0.9446,-5.1596,1.5689,5.7446,2.3574,24.223,-26.565,-16.849
8.34,0.6446,-4.0596,1.3689,5.5446,1.4574,24.223,-20.565,-4.8493
8.344,0.0446,-4.8596,-0.4311,5.0446,0.8574,28.223,-12.565,-0.8493
8.348,1.4446,-2.7596,-0.3311,4.7446,1.2574,28.223,-4.565,-0.8493
8.352,3.2446,-0.8596,0.0689,4.4446,1.6574,28.223,11.435,3.1507
8.356,2.3446,-1.7596,-1.1311,4.8446,0.2574,10.223,-6.565,11.151
8.36,2.6446,-1.7596,-0.3311,4.6446,0.2574,8.2229,-12.565,7.1507
8.364,0.6446,-2.6596,-0.5311,3.8446,1.6574,18.223,-0.565,15.151
8.368,1.1446,-0.1596,-0.5311,2.5446,1.6574,4.2229,-4.565,-2.8493
8.372,-1.4554,-1.6596,-3.6311,4.2446,1.5574,18.223,15.435,11.151
8.376,1.1446,0.0404,-3.7311,5.2446,-0.8426,-15.777,1.435,1.1507
8.38,0.2446,-1.1596,-3.2311,7.7446,0.2574,8.2229,17.435,15.151
8.384,-0.7554,-0.4596,-3.6311,6.8446,0.4574,12.223,33.435,39.151
8.388,1.3446,1.1404,-3.0311,5.7446,-0.1426,6.2229,29.435,19.151
8.392,-1.6554,-0.7596,-3.9311,3.3446,-2.2426,-13.777,13.435,21.151
8.396,-0.7554,1.8404,-3.8311,2.4446,-2.5426,-1.7771,31.435,25.151
8.4,-0.3554,2.0404,-3.0311,1.9446,-1.6426,-11.777,21.435,19.151
8.404,0.1446,0.7404,-1.2311,3.6446,-0.1426,6.2229,53.435,47.151
8.408,0.3446,1.3404,-2.6311,3.5446,-0.4426,-17.777,27.435,19.151
8.412,-0.1554,2.5404,-3.2311,7.3446,1.1574,-9.7771,55.435,49.151
8.416,1.5446,4.9404,-8.3311,8.5446,0.4574,-45.777,29.435,39.151
8.42,7.7446,12.74,-9.4311,10.545,4.4574,-29.777,43.435,51.151
8.424,14.945,18.04,-14.531,8.4446,1.3574,-25.777,51.435,53.151
8.428,14.645,16.64,-16.931,8.5446,-2.7426,-23.777,47.435,37.151
8.432,3.8446,10.04,-17.231,6.3446,-9.2426,-13.777,73.435,61.151
8.436,-12.155,-3.1596,-8.4311,3.9446,-14.043,-43.777,29.435,43.151
8.44,-17.755,-6.8596,-1.0311,3.9446,-10.343,-27.777,63.435,55.151
8.444,-9.5554,-1.9596,-1.6311,3.6446,-6.3426,-35.777,33.435,31.151
8.448,-3.5554,3.8404,-2.6311,3.6446,-4.8426,-19.777,57.435,57.151
8.452,-1.7554,5.6404,-2.8311,3.3446,-5.4426,-29.777,45.435,47.151
8.456,-3.0554,4.3404,-2.3311,4.9446,-3.4426,-17.777,49.435,53.151
8.46,-3.3554,2.9404,-2.2311,4.3446,-2.7426,-25.777,37.435,31.151
8.464,-4.1554,2.1404,-1.4311,2.7446,-1.3426,-7.7771,37.435,33.151
8.468,-2.3554,0.6404,-1.9311,2.9446,-2.4426,-19.777,23.435,37.151
8.472,-1.6554,1.7404,-2.6311,3.4446,-1.7426,-1.7771,39.435,55.151
8.476,0.6446,1.0404,0.1689,4.7446,0.4574,-7.7771,1.435,19.151
8.48,-1.0554,-2.1596,-0.9311,2.9446,1.9574,2.2229,23.435,43.151
8.484,1.6446,-1.3596,0.0689,3.8446,3.5574,14.223,3.435,13.151
8.488,0.9446,-4.5596,1.9689,2.1446,4.6574,8.2229,1.435,5.1507
8.492,-0.8554,-7.6596,3.8689,2.6446,7.7574,26.223,-4.565,1.1507
8.496,-0.4554,-6.5596,5.8689,5.4446,8.5574,38.223,-10.565,-8.8493
8.5,1.7446,-6.7596,5.6689,5.3446,7.4574,28.223,-28.565,-32.849
8.504,3.3446,-7.0596,7.4689,3.3446,6.7574,28.223,-46.565,-40.849
8.508,2.0446,-8.6596,6.6689,4.2446,6.5574,36.223,-46.565,-26.849
8.512,3.8446,-9.9596,7.2689,3.8446,5.8574,36.223,-68.565,-66.849
8.516,5.9446,-6.3596,7.7689,5.1446,4.8574,48.223,-60.565,-60.849
8.52,5.9446,-6.9596,6.7689,2.6446,5.2574,56.223,-52.565,-60.849
8.524,6.2446,-6.8596,4.2689,0.4446,4.2574,24.223,-68.565,-74.849
8.528,6.6446,-6.3596,3.6689,1.2446,6.1574,60.223,-40.565,-56.849
8.532,8.3446,-5.5596,4.3689,0.7446,5.2574,32.223,-62.565,-58.849
8.536,8.2446,-5.4596,6.5689,5.5446,7.1574,56.223,-44.565,-60.849
8.54,4.9446,-8.8596,5.4689,4.9446,7.2574,38.223,-62.565,-80.849
8.544,5.0446,-6.4596,4.9689,2.5446,5.3574,28.223,-64.565,-76.849
8.548,5.8446,-4.5596,5.8689,1.8446,6.7574,32.223,-44.565,-58.849
8.552,6.3446,-4.0596,6.7689,2.0446,6.8574,24.223,-58.565,-66.849
8.556,3.4446,-4.9596,4.8689,1.5446,7.8574,26.223,-36.565,-52.849
8.56,2.2446,-4.3596,5.0689,2.0446,6.3574,4.2229,-38.565,-40.849
8.564,2.3446,-2.6596,5.0689,1.2446,7.2574,0.2229,-50.565,-46.849
8.568,1.9446,-2.1596,5.2689,1.3446,8.1574,18.223,-32.565,-42.849
8.572,2.3446,-5.1596,4.2689,1.8446,7.4574,32.223,-4.565,-14.849
8.576,2.6446,-4.2596,4.5689,5.2446,8.8574,26.223,-14.565,-30.849
8.58,2.1446,-5.1596,1.8689,6.8446,8.2574,28.223,-10.565,-24.849
8.584,2.7446,-5.0596,2.2689,6.0446,6.0574,20.223,-10.565,-30.849
8.588,3.7446,-3.6596,3.9689,6.6446,4.9574,20.223,-30.565,-46.849
8.592,1.6446,-4.0596,1.5689,5.1446,2.7574,14.223,-12.565,-30.849
8.596,1.5446,-1.5596,0.0689,5.8446,0.7574,-19.777,-42.565,-46.849
8.6,-1.3554,-2.7596,0.1689,8.8446,2.7574,14.223,-6.565,3.1507
8.604,-0.3554,-3.1596,1.7689,9.6446,4.1574,22.223,7.435,15.151
8.608,1.1446,-3.0596,1.4689,7.8446,3.2574,2.2229,-8.565,-16.849
8.612,0.6446,-1.6596,1.3689,9.0446,2.9574,2.2229,-4.565,-22.849
8.616,-0.2554,-4.3596,0.7689,7.7446,1.3574,-11.777,-22.565,-42.849
8.62,0.3446,-3.8596,0.5689,6.2446,2.4574,14.223,-4.565,-20.849
8.624,-0.8554,-4.9596,-0.9311,6.0446,1.8574,0.2229,-10.565,-10.849
8.628,-2.2554,-5.4596,-0.0311,6.6446,4.4574,12.223,9.435,9.1507
8.632,-1.5554,-5.5596,-0.7311,5.2446,4.5574,-7.7771,-6.565,-14.849
8.636,-0.7554,-2.2596,-1.1311,4.7446,3.3574,0.2229,-4.565,-6.8493
8.64,0.7446,-0.8596,-0.5311,3.3446,2.3574,-3.7771,-8.565,-16.849
8.644,1.1446,-0.3596,0.4689,3.6446,1.9574,18.223,-6.565,-26.849
8.648,0.8446,-0.5596,0.4689,4.0446,1.3574,10.223,-4.565,-12.849
8.652,-0.0554,-0.7596,1.4689,5.7446,1.2574,10.223,-14.565,-32.849
8.656,-0.0554,-1.7596,0.9689,3.9446,0.9574,6.2229,-4.565,-20.849
8.66,1.9446,-0.6596,0.5689,4.9446,2.7574,0.2229,-16.565,-28.849
8.664,0.5446,-1.0596,2.1689,5.2446,3.8574,-1.7771,-14.565,-28.849
8.668,2.8446,-0.3596,1.8689,7.5446,3.7574,18.223,1.435,-22.849
8.672,1.0446,-1.4596,1.2689,6.9446,2.5574,0.2229,-14.565,-22.849
8.676,1.7446,-0.5596,1.2689,6.8446,1.4574,10.223,-0.565,-12.849
8.68,0.0446,-0.9596,0.8689,6.6446,1.7574,18.223,19.435,15.151
8.684,1.2446,-0.1596,-0.0311,6.1446,0.1574,-5.7771,-4.565,-18.849
8.688,0.4446,-1.8596,0.4689,4.7446,1.6574,14.223,3.435,-14.849
8.692,0.9446,-1.6596,-1.5311,2.4446,1.3574,6.2229,3.435,-16.849
